source,label,corpus,role,alpha,score,correction,n_points,n_patients,prevalence,n_positive,coverage_mean,coverage_sd,coverage_diagnosis_mean,coverage_diagnosis_sd,coverage_no_diagnosis_mean,coverage_no_diagnosis_sd,mean_set_size_mean,mean_set_size_sd,threshold_no_diagnosis_mean,threshold_diagnosis_mean,threshold_diagnosis_n_infinite,n_draws_target_prior_unidentified,calibration_n_mean,calibration_effective_size_mean,n_draws
chapman_ningbo,IAVB,cpsc,away,0.1,lac,none,4124,4124,0.08099,334,0.8513,0.0061,0.2701,0.0145,0.9025,0.0054,0.8601,0.007,0.11299,0.11299,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.1,lac,mondrian,1995,1995,0.02105,42,0.9006,0.0133,0.9136,0.0896,0.9003,0.0135,1.0501,0.1013,0.09871,0.91312,0,0,997.0,997.0,200
chapman_ningbo,IAVB,ptbxl,away,0.1,lac,mondrian,8000,6937,0.04813,385,0.8577,0.0045,0.9391,0.0455,0.8535,0.0043,1.0416,0.0789,0.09871,0.91312,0,0,997.0,997.0,200
chapman_ningbo,IAVB,sph,away,0.1,lac,mondrian,8000,7671,0.00838,67,0.9561,0.0013,0.9766,0.0159,0.9559,0.0014,1.0165,0.0351,0.09871,0.91312,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.1,lac,mondrian,7983,7983,0.02869,229,0.8994,0.004,0.9457,0.0331,0.8981,0.004,1.0541,0.1,0.09871,0.91312,0,0,997.0,997.0,200
chapman_ningbo,IAVB,georgia,away,0.1,lac,mondrian,4115,4115,0.07631,314,0.87,0.0038,0.9512,0.0295,0.8633,0.0034,1.0384,0.074,0.09871,0.91312,0,0,997.0,997.0,200
chapman_ningbo,IAVB,cpsc,away,0.1,lac,mondrian,4124,4124,0.08099,334,0.8945,0.0044,0.9211,0.0349,0.8921,0.0038,1.042,0.0797,0.09871,0.91312,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.1,lac,weighted,1995,1995,0.02105,42,0.901,0.014,0.248,0.0974,0.9153,0.0132,0.9084,0.0785,0.11362,0.11373,1,1,997.0,990.9,200
chapman_ningbo,IAVB,ptbxl,away,0.1,lac,weighted,8000,6937,0.04813,385,0.8735,0.0121,0.3279,0.0439,0.9011,0.0105,0.8902,0.0157,0.18573,0.19337,0,0,997.0,805.4,200
chapman_ningbo,IAVB,sph,away,0.1,lac,weighted,8000,7671,0.00838,67,0.9545,0.0116,0.3776,0.1593,0.9594,0.0104,1.0155,0.2493,0.10192,0.10138,12,12,997.0,987.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.1,lac,weighted,7983,7983,0.02869,229,0.898,0.0063,0.1958,0.0218,0.9187,0.0059,0.9003,0.0068,0.12567,0.12657,0,0,997.0,983.1,200
chapman_ningbo,IAVB,georgia,away,0.1,lac,weighted,4115,4115,0.07631,314,0.8785,0.0172,0.4309,0.0798,0.9155,0.0122,0.9013,0.0233,0.22498,0.24025,0,0,997.0,682.3,200
chapman_ningbo,IAVB,cpsc,away,0.1,lac,weighted,4124,4124,0.08099,334,0.9002,0.0131,0.4614,0.062,0.9388,0.0089,0.9168,0.0166,0.20886,0.22066,0,0,997.0,728.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.1,aps,none,1995,1995,0.02105,42,0.8999,0.0143,0.7713,0.0821,0.9027,0.0141,0.9511,0.0181,0.88639,0.88639,0,0,997.0,997.0,200
chapman_ningbo,IAVB,ptbxl,away,0.1,aps,none,8000,6937,0.04813,385,0.8892,0.0098,0.7953,0.0192,0.8939,0.0097,0.995,0.0147,0.88639,0.88639,0,0,997.0,997.0,200
chapman_ningbo,IAVB,sph,away,0.1,aps,none,8000,7671,0.00838,67,0.8907,0.0101,0.9051,0.0277,0.8906,0.0101,0.9171,0.0116,0.88639,0.88639,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.1,aps,none,7983,7983,0.02869,229,0.9014,0.0098,0.8316,0.0192,0.9034,0.0098,0.9617,0.0142,0.88639,0.88639,0,0,997.0,997.0,200
chapman_ningbo,IAVB,georgia,away,0.1,aps,none,4115,4115,0.07631,314,0.8884,0.0104,0.8318,0.0163,0.893,0.0105,1.0015,0.0153,0.88639,0.88639,0,0,997.0,997.0,200
chapman_ningbo,IAVB,cpsc,away,0.1,aps,none,4124,4124,0.08099,334,0.8911,0.0104,0.8065,0.0146,0.8985,0.0105,0.9817,0.0147,0.88639,0.88639,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.1,aps,mondrian,1995,1995,0.02105,42,0.9002,0.014,0.9075,0.09,0.9,0.014,1.1426,0.1646,0.88365,0.97082,0,0,997.0,997.0,200
chapman_ningbo,IAVB,ptbxl,away,0.1,aps,mondrian,8000,6937,0.04813,385,0.8932,0.0095,0.9324,0.0548,0.8912,0.0097,1.157,0.1268,0.88365,0.97082,0,0,997.0,997.0,200
chapman_ningbo,IAVB,sph,away,0.1,aps,mondrian,8000,7671,0.00838,67,0.8886,0.0101,0.9693,0.0296,0.8879,0.0101,0.9852,0.0758,0.88365,0.97082,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.1,aps,mondrian,7983,7983,0.02869,229,0.9018,0.0095,0.9389,0.0448,0.9007,0.0098,1.1517,0.1604,0.88365,0.97082,0,0,997.0,997.0,200
chapman_ningbo,IAVB,georgia,away,0.1,aps,mondrian,4115,4115,0.07631,314,0.8943,0.0101,0.9414,0.0433,0.8904,0.0105,1.1538,0.1237,0.88365,0.97082,0,0,997.0,997.0,200
chapman_ningbo,IAVB,cpsc,away,0.1,aps,mondrian,4124,4124,0.08099,334,0.8974,0.0101,0.917,0.0429,0.8957,0.0103,1.1364,0.1244,0.88365,0.97082,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.1,aps,weighted,1995,1995,0.02105,42,0.9003,0.0158,0.7719,0.0838,0.9032,0.0155,0.9564,0.0764,0.88642,0.88647,1,1,997.0,990.9,200
chapman_ningbo,IAVB,ptbxl,away,0.1,aps,weighted,8000,6937,0.04813,385,0.8973,0.0118,0.8096,0.0218,0.9017,0.0116,1.0093,0.0191,0.8941,0.8973,0,0,997.0,805.4,200
chapman_ningbo,IAVB,sph,away,0.1,aps,weighted,8000,7671,0.00838,67,0.8952,0.0283,0.908,0.0359,0.895,0.0283,0.9795,0.2587,0.8842,0.88355,12,12,997.0,987.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.1,aps,weighted,7983,7983,0.02869,229,0.9029,0.01,0.8341,0.0196,0.9049,0.01,0.9643,0.0146,0.88786,0.88862,0,0,997.0,983.1,200
chapman_ningbo,IAVB,georgia,away,0.1,aps,weighted,4115,4115,0.07631,314,0.8996,0.0135,0.8485,0.0196,0.9039,0.0135,1.0214,0.0223,0.89719,0.90145,0,0,997.0,682.3,200
chapman_ningbo,IAVB,cpsc,away,0.1,aps,weighted,4124,4124,0.08099,334,0.9012,0.0131,0.8213,0.0167,0.9082,0.0132,0.999,0.0205,0.89609,0.89997,0,0,997.0,728.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.05,lac,none,1995,1995,0.02105,42,0.9504,0.0091,0.4248,0.0949,0.9619,0.0078,0.958,0.0095,0.21597,0.21597,0,0,997.0,997.0,200
chapman_ningbo,IAVB,ptbxl,away,0.05,lac,none,8000,6937,0.04813,385,0.8853,0.0068,0.3584,0.0262,0.9119,0.0058,0.9047,0.0088,0.21597,0.21597,0,0,997.0,997.0,200
chapman_ningbo,IAVB,sph,away,0.05,lac,none,8000,7671,0.00838,67,0.9723,0.002,0.6316,0.0324,0.9751,0.0018,0.9766,0.0028,0.21597,0.21597,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.05,lac,none,7983,7983,0.02869,229,0.9376,0.0054,0.3786,0.0288,0.9541,0.0047,0.9441,0.0064,0.21597,0.21597,0,0,997.0,997.0,200
chapman_ningbo,IAVB,georgia,away,0.05,lac,none,4115,4115,0.07631,314,0.8749,0.0066,0.3979,0.0284,0.9143,0.0049,0.896,0.0089,0.21597,0.21597,0,0,997.0,997.0,200
chapman_ningbo,IAVB,cpsc,away,0.05,lac,none,4124,4124,0.08099,334,0.9022,0.006,0.4574,0.0281,0.9414,0.0041,0.9187,0.0073,0.21597,0.21597,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.05,lac,mondrian,1995,1995,0.02105,42,0.9509,0.0096,0.965,0.0658,0.9505,0.0095,1.4369,0.3212,0.17702,0.96243,51,0,997.0,997.0,200
chapman_ningbo,IAVB,ptbxl,away,0.05,lac,mondrian,8000,6937,0.04813,385,0.9025,0.0053,0.9815,0.0307,0.8985,0.0052,1.3764,0.302,0.17702,0.96243,51,0,997.0,997.0,200
chapman_ningbo,IAVB,sph,away,0.05,lac,mondrian,8000,7671,0.00838,67,0.9707,0.0019,0.9931,0.0113,0.9705,0.0019,1.313,0.3846,0.17702,0.96243,51,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.05,lac,mondrian,7983,7983,0.02869,229,0.9443,0.0046,0.9813,0.0258,0.9433,0.0046,1.4299,0.3172,0.17702,0.96243,51,0,997.0,997.0,200
chapman_ningbo,IAVB,georgia,away,0.05,lac,mondrian,4115,4115,0.07631,314,0.9084,0.0054,0.9828,0.0215,0.9023,0.0054,1.36,0.2986,0.17702,0.96243,51,0,997.0,997.0,200
chapman_ningbo,IAVB,cpsc,away,0.05,lac,mondrian,4124,4124,0.08099,334,0.934,0.0045,0.9626,0.0312,0.9315,0.0037,1.3779,0.306,0.17702,0.96243,51,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.05,lac,weighted,1995,1995,0.02105,42,0.951,0.0091,0.4394,0.1193,0.9622,0.0078,0.9637,0.0742,0.21891,0.22005,1,1,997.0,990.9,200
chapman_ningbo,IAVB,ptbxl,away,0.05,lac,weighted,8000,6937,0.04813,385,0.9351,0.0146,0.6001,0.089,0.952,0.011,0.9815,0.0285,0.42407,0.44883,0,0,997.0,805.4,200
chapman_ningbo,IAVB,sph,away,0.05,lac,weighted,8000,7671,0.00838,67,0.9704,0.0077,0.5935,0.1067,0.9736,0.0069,1.0334,0.2448,0.18734,0.18549,12,12,997.0,987.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.05,lac,weighted,7983,7983,0.02869,229,0.9467,0.0064,0.4427,0.0512,0.9616,0.0051,0.9554,0.0082,0.25396,0.25864,0,0,997.0,983.1,200
chapman_ningbo,IAVB,georgia,away,0.05,lac,weighted,4115,4115,0.07631,314,0.9431,0.0167,0.7229,0.0846,0.9613,0.0115,1.0052,0.0391,0.49024,0.53077,0,0,997.0,682.3,200
chapman_ningbo,IAVB,cpsc,away,0.05,lac,weighted,4124,4124,0.08099,334,0.9518,0.0121,0.7117,0.0587,0.973,0.0081,0.9971,0.0269,0.4662,0.50161,0,0,997.0,728.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.05,aps,none,1995,1995,0.02105,42,0.9495,0.0103,0.8423,0.0694,0.9518,0.0101,1.04,0.0192,0.93791,0.93791,0,0,997.0,997.0,200
chapman_ningbo,IAVB,ptbxl,away,0.05,aps,none,8000,6937,0.04813,385,0.9412,0.0079,0.8674,0.0175,0.945,0.0077,1.0905,0.0177,0.93791,0.93791,0,0,997.0,997.0,200
chapman_ningbo,IAVB,sph,away,0.05,aps,none,8000,7671,0.00838,67,0.942,0.0076,0.9428,0.0204,0.942,0.0076,0.9819,0.0106,0.93791,0.93791,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.05,aps,none,7983,7983,0.02869,229,0.9506,0.0071,0.8893,0.0169,0.9525,0.007,1.05,0.017,0.93791,0.93791,0,0,997.0,997.0,200
chapman_ningbo,IAVB,georgia,away,0.05,aps,none,4115,4115,0.07631,314,0.9399,0.0083,0.8906,0.0146,0.944,0.0083,1.0953,0.0172,0.93791,0.93791,0,0,997.0,997.0,200
chapman_ningbo,IAVB,cpsc,away,0.05,aps,none,4124,4124,0.08099,334,0.9417,0.008,0.8643,0.0145,0.9485,0.0079,1.074,0.017,0.93791,0.93791,0,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.05,aps,mondrian,1995,1995,0.02105,42,0.9499,0.0101,0.9632,0.0639,0.9496,0.0102,1.5116,0.3087,0.93535,0.98868,51,0,997.0,997.0,200
chapman_ningbo,IAVB,ptbxl,away,0.05,aps,mondrian,8000,6937,0.04813,385,0.9442,0.0075,0.9781,0.0335,0.9424,0.0077,1.4928,0.2917,0.93535,0.98868,51,0,997.0,997.0,200
chapman_ningbo,IAVB,sph,away,0.05,aps,mondrian,8000,7671,0.00838,67,0.9398,0.0076,0.9887,0.0182,0.9394,0.0077,1.3263,0.373,0.93535,0.98868,51,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.05,aps,mondrian,7983,7983,0.02869,229,0.951,0.0069,0.9782,0.0291,0.9502,0.0071,1.5155,0.3036,0.93535,0.98868,51,0,997.0,997.0,200
chapman_ningbo,IAVB,georgia,away,0.05,aps,mondrian,4115,4115,0.07631,314,0.9444,0.0078,0.9788,0.0274,0.9416,0.0083,1.4867,0.2875,0.93535,0.98868,51,0,997.0,997.0,200
chapman_ningbo,IAVB,cpsc,away,0.05,aps,mondrian,4124,4124,0.08099,334,0.9475,0.008,0.9623,0.035,0.9462,0.008,1.4735,0.2933,0.93535,0.98868,51,0,997.0,997.0,200
chapman_ningbo,IAVB,chapman_ningbo-calibration-holdout,calibration holdout,0.05,aps,weighted,1995,1995,0.02105,42,0.9496,0.0111,0.8422,0.0701,0.952,0.0108,1.0448,0.0709,0.93779,0.93777,1,1,997.0,990.9,200
chapman_ningbo,IAVB,ptbxl,away,0.05,aps,weighted,8000,6937,0.04813,385,0.948,0.0093,0.8838,0.0186,0.9512,0.009,1.1124,0.0239,0.94435,0.94812,0,0,997.0,805.4,200
chapman_ningbo,IAVB,sph,away,0.05,aps,weighted,8000,7671,0.00838,67,0.9435,0.016,0.9448,0.0244,0.9435,0.0161,1.0399,0.2434,0.93585,0.93513,12,12,997.0,987.0,200
chapman_ningbo,IAVB,chapman_ningbo,home,0.05,aps,weighted,7983,7983,0.02869,229,0.9518,0.0072,0.8919,0.0172,0.9536,0.0071,1.0538,0.018,0.93912,0.93982,0,0,997.0,983.1,200
chapman_ningbo,IAVB,georgia,away,0.05,aps,weighted,4115,4115,0.07631,314,0.9496,0.0104,0.9091,0.0176,0.9529,0.0102,1.1255,0.0279,0.94713,0.95184,0,0,997.0,682.3,200
chapman_ningbo,IAVB,cpsc,away,0.05,aps,weighted,4124,4124,0.08099,334,0.95,0.0099,0.8803,0.0164,0.9561,0.0097,1.1007,0.0271,0.94605,0.9504,0,0,997.0,728.0,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.2,lac,none,2000,2000,0.1645,329,0.8007,0.0188,0.0553,0.0229,0.9468,0.0126,0.8916,0.0226,0.26436,0.26436,0,0,1000.0,1000.0,200
georgia,NSR,ptbxl,away,0.2,lac,none,8000,6937,0.82675,6614,0.1807,0.0036,0.0099,0.004,0.9955,0.0018,0.8487,0.0221,0.26436,0.26436,0,0,1000.0,1000.0,200
georgia,NSR,chapman_ningbo,away,0.2,lac,none,7983,7983,0.18539,1480,0.8028,0.0051,0.0154,0.0068,0.982,0.0049,0.9287,0.0115,0.26436,0.26436,0,0,1000.0,1000.0,200
georgia,NSR,georgia,home,0.2,lac,none,4115,4115,0.17375,715,0.7918,0.0113,0.0751,0.0231,0.9426,0.0089,0.8883,0.0188,0.26436,0.26436,0,0,1000.0,1000.0,200
georgia,NSR,cpsc,away,0.2,lac,none,4124,4124,0.08754,361,0.8557,0.0112,0.0655,0.0228,0.9315,0.0102,0.9029,0.0168,0.26436,0.26436,0,0,1000.0,1000.0,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.2,lac,mondrian,2000,2000,0.1645,329,0.8006,0.0176,0.8053,0.0472,0.7997,0.02,1.0372,0.0244,0.05099,0.96453,0,0,1000.0,1000.0,200
georgia,NSR,ptbxl,away,0.2,lac,mondrian,8000,6937,0.82675,6614,0.6097,0.0258,0.5364,0.0312,0.9595,0.0035,1.0502,0.0296,0.05099,0.96453,0,0,1000.0,1000.0,200
georgia,NSR,chapman_ningbo,away,0.2,lac,mondrian,7983,7983,0.18539,1480,0.8291,0.0116,0.7387,0.0266,0.8497,0.0136,1.0457,0.0273,0.05099,0.96453,0,0,1000.0,1000.0,200
georgia,NSR,georgia,home,0.2,lac,mondrian,4115,4115,0.17375,715,0.8106,0.0099,0.8428,0.0237,0.8039,0.0114,1.0428,0.0252,0.05099,0.96453,0,0,1000.0,1000.0,200
georgia,NSR,cpsc,away,0.2,lac,mondrian,4124,4124,0.08754,361,0.7859,0.0101,0.8709,0.0188,0.7777,0.0111,1.0377,0.0226,0.05099,0.96453,0,0,1000.0,1000.0,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.2,lac,weighted,2000,2000,0.1645,329,0.8112,0.0362,0.1076,0.1038,0.9489,0.0261,0.9133,0.0628,0.31382,0.31414,0,0,1000.0,984.4,200
georgia,NSR,ptbxl,away,0.2,lac,weighted,8000,6937,0.82675,6614,0.1826,0.0091,0.0124,0.0106,0.9948,0.0033,0.8518,0.0452,0.27092,0.27103,0,0,1000.0,996.3,200
georgia,NSR,chapman_ningbo,away,0.2,lac,weighted,7983,7983,0.18539,1480,0.7301,0.0722,0.065,0.2471,0.8814,0.0341,0.8558,0.3028,0.06339,0.06288,13,13,1000.0,874.0,200
georgia,NSR,georgia,home,0.2,lac,weighted,4115,4115,0.17375,715,0.8054,0.0214,0.11,0.0531,0.9516,0.015,0.9124,0.0373,0.3122,0.31262,0,0,1000.0,994.9,200
georgia,NSR,cpsc,away,0.2,lac,weighted,4124,4124,0.08754,361,0.7992,0.0151,0.0099,0.0065,0.8749,0.016,0.8284,0.0184,0.13817,0.1377,0,0,1000.0,974.4,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.2,aps,none,2000,2000,0.1645,329,0.804,0.017,0.4186,0.0362,0.8796,0.0148,0.9868,0.0193,0.8589,0.8589,0,0,1000.0,1000.0,200
georgia,NSR,ptbxl,away,0.2,aps,none,8000,6937,0.82675,6614,0.2932,0.0109,0.1728,0.011,0.8676,0.014,1.0346,0.0191,0.8589,0.8589,0,0,1000.0,1000.0,200
georgia,NSR,chapman_ningbo,away,0.2,aps,none,7983,7983,0.18539,1480,0.7686,0.0122,0.285,0.017,0.8787,0.0115,0.9524,0.016,0.8589,0.8589,0,0,1000.0,1000.0,200
georgia,NSR,georgia,home,0.2,aps,none,4115,4115,0.17375,715,0.799,0.0127,0.4197,0.0193,0.8788,0.0121,0.9905,0.0182,0.8589,0.8589,0,0,1000.0,1000.0,200
georgia,NSR,cpsc,away,0.2,aps,none,4124,4124,0.08754,361,0.8425,0.0119,0.4501,0.0216,0.8802,0.0116,0.9746,0.0176,0.8589,0.8589,0,0,1000.0,1000.0,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.2,aps,mondrian,2000,2000,0.1645,329,0.8018,0.0168,0.8027,0.047,0.8017,0.0185,1.1566,0.037,0.78157,0.98842,0,0,1000.0,1000.0,200
georgia,NSR,ptbxl,away,0.2,aps,mondrian,8000,6937,0.82675,6614,0.5947,0.0285,0.5535,0.0346,0.7914,0.0168,1.2869,0.0318,0.78157,0.98842,0,0,1000.0,1000.0,200
georgia,NSR,chapman_ningbo,away,0.2,aps,mondrian,7983,7983,0.18539,1480,0.7885,0.0119,0.7295,0.0305,0.8019,0.0145,1.1264,0.0288,0.78157,0.98842,0,0,1000.0,1000.0,200
georgia,NSR,georgia,home,0.2,aps,mondrian,4115,4115,0.17375,715,0.8082,0.0128,0.8352,0.0266,0.8026,0.0152,1.1608,0.0294,0.78157,0.98842,0,0,1000.0,1000.0,200
georgia,NSR,cpsc,away,0.2,aps,mondrian,4124,4124,0.08754,361,0.8092,0.0133,0.8549,0.0253,0.8048,0.0147,1.1338,0.0275,0.78157,0.98842,0,0,1000.0,1000.0,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.2,aps,weighted,2000,2000,0.1645,329,0.8097,0.027,0.4272,0.0519,0.8847,0.0243,0.9963,0.0394,0.86402,0.86399,0,0,1000.0,984.4,200
georgia,NSR,ptbxl,away,0.2,aps,weighted,8000,6937,0.82675,6614,0.294,0.0145,0.1738,0.0146,0.868,0.017,1.0357,0.0256,0.8593,0.85932,0,0,1000.0,996.3,200
georgia,NSR,chapman_ningbo,away,0.2,aps,weighted,7983,7983,0.18539,1480,0.7214,0.0747,0.2637,0.195,0.8256,0.048,0.9402,0.2806,0.79314,0.79235,13,13,1000.0,874.0,200
georgia,NSR,georgia,home,0.2,aps,weighted,4115,4115,0.17375,715,0.8055,0.0168,0.4299,0.0252,0.8844,0.0156,1.0001,0.0245,0.86481,0.86488,0,0,1000.0,994.9,200
georgia,NSR,cpsc,away,0.2,aps,weighted,4124,4124,0.08754,361,0.8167,0.0137,0.4141,0.0219,0.8553,0.0135,0.9373,0.0189,0.83286,0.83261,0,0,1000.0,974.4,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.1,lac,none,2000,2000,0.1645,329,0.9017,0.0135,0.4291,0.0541,0.9945,0.0028,1.092,0.0166,0.7065,0.7065,0,0,1000.0,1000.0,200
georgia,NSR,ptbxl,away,0.1,lac,none,8000,6937,0.82675,6614,0.3159,0.0141,0.1725,0.017,1.0,0.0,1.1318,0.0176,0.7065,0.7065,0,0,1000.0,1000.0,200
georgia,NSR,chapman_ningbo,away,0.1,lac,none,7983,7983,0.18539,1480,0.8685,0.0049,0.2948,0.0252,0.9991,0.0003,1.0616,0.0085,0.7065,0.7065,0,0,1000.0,1000.0,200
georgia,NSR,georgia,home,0.1,lac,none,4115,4115,0.17375,715,0.8969,0.0062,0.4338,0.0248,0.9943,0.0023,1.0951,0.0146,0.7065,0.7065,0,0,1000.0,1000.0,200
georgia,NSR,cpsc,away,0.1,lac,none,4124,4124,0.08754,361,0.9478,0.0044,0.4614,0.0341,0.9945,0.0017,1.0822,0.0129,0.7065,0.7065,0,0,1000.0,1000.0,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.1,lac,mondrian,2000,2000,0.1645,329,0.9009,0.0132,0.9082,0.0313,0.8994,0.0148,1.2883,0.0261,0.14277,0.98685,0,0,1000.0,1000.0,200
georgia,NSR,ptbxl,away,0.1,lac,mondrian,8000,6937,0.82675,6614,0.7336,0.0168,0.6814,0.0203,0.9823,0.0016,1.3266,0.0227,0.14277,0.98685,0,0,1000.0,1000.0,200
georgia,NSR,chapman_ningbo,away,0.1,lac,mondrian,7983,7983,0.18539,1480,0.9294,0.0051,0.844,0.0129,0.9488,0.0057,1.2918,0.0199,0.14277,0.98685,0,0,1000.0,1000.0,200
georgia,NSR,georgia,home,0.1,lac,mondrian,4115,4115,0.17375,715,0.9053,0.0049,0.9346,0.0082,0.8991,0.0058,1.2764,0.0198,0.14277,0.98685,0,0,1000.0,1000.0,200
georgia,NSR,cpsc,away,0.1,lac,mondrian,4124,4124,0.08754,361,0.8847,0.007,0.9422,0.004,0.8792,0.0077,1.2553,0.0184,0.14277,0.98685,0,0,1000.0,1000.0,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.1,lac,weighted,2000,2000,0.1645,329,0.9041,0.0259,0.4437,0.134,0.9941,0.0056,1.1024,0.0613,0.71387,0.7137,0,0,1000.0,984.4,200
georgia,NSR,ptbxl,away,0.1,lac,weighted,8000,6937,0.82675,6614,0.3159,0.0331,0.1726,0.0401,1.0,0.0001,1.1303,0.0415,0.70283,0.70303,0,0,1000.0,996.3,200
georgia,NSR,chapman_ningbo,away,0.1,lac,weighted,7983,7983,0.18539,1480,0.8001,0.0533,0.068,0.2464,0.9667,0.0117,0.9664,0.2735,0.18501,0.18308,13,13,1000.0,874.0,200
georgia,NSR,georgia,home,0.1,lac,weighted,4115,4115,0.17375,715,0.903,0.013,0.4625,0.0594,0.9957,0.0035,1.1113,0.0322,0.73267,0.73291,0,0,1000.0,994.9,200
georgia,NSR,cpsc,away,0.1,lac,weighted,4124,4124,0.08754,361,0.9151,0.0132,0.2633,0.0643,0.9776,0.0084,1.0008,0.0275,0.50325,0.50121,0,0,1000.0,974.4,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.1,aps,none,2000,2000,0.1645,329,0.903,0.0132,0.5987,0.0418,0.9627,0.0084,1.1578,0.0196,0.94807,0.94807,0,0,1000.0,1000.0,200
georgia,NSR,ptbxl,away,0.1,aps,none,8000,6937,0.82675,6614,0.4312,0.0182,0.3217,0.0206,0.954,0.0087,1.2365,0.0229,0.94807,0.94807,0,0,1000.0,1000.0,200
georgia,NSR,chapman_ningbo,away,0.1,aps,none,7983,7983,0.18539,1480,0.8738,0.0098,0.4858,0.0267,0.9621,0.0063,1.1144,0.0187,0.94807,0.94807,0,0,1000.0,1000.0,200
georgia,NSR,georgia,home,0.1,aps,none,4115,4115,0.17375,715,0.9019,0.0094,0.6166,0.0252,0.9619,0.0067,1.1626,0.019,0.94807,0.94807,0,0,1000.0,1000.0,200
georgia,NSR,cpsc,away,0.1,aps,none,4124,4124,0.08754,361,0.9343,0.0078,0.6516,0.0292,0.9614,0.0064,1.1425,0.0182,0.94807,0.94807,0,0,1000.0,1000.0,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.1,aps,mondrian,2000,2000,0.1645,329,0.9032,0.0129,0.9025,0.0315,0.9033,0.0143,1.3997,0.0431,0.88291,0.99561,0,0,1000.0,1000.0,200
georgia,NSR,ptbxl,away,0.1,aps,mondrian,8000,6937,0.82675,6614,0.7263,0.0268,0.6919,0.0325,0.8908,0.0138,1.5148,0.0344,0.88291,0.99561,0,0,1000.0,1000.0,200
georgia,NSR,chapman_ningbo,away,0.1,aps,mondrian,7983,7983,0.18539,1480,0.8894,0.0096,0.8347,0.0224,0.9018,0.011,1.3544,0.0367,0.88291,0.99561,0,0,1000.0,1000.0,200
georgia,NSR,georgia,home,0.1,aps,mondrian,4115,4115,0.17375,715,0.9055,0.0094,0.921,0.0181,0.9022,0.0111,1.3942,0.0372,0.88291,0.99561,0,0,1000.0,1000.0,200
georgia,NSR,cpsc,away,0.1,aps,mondrian,4124,4124,0.08754,361,0.9049,0.0103,0.9267,0.0171,0.9028,0.0113,1.3546,0.0353,0.88291,0.99561,0,0,1000.0,1000.0,200
georgia,NSR,georgia-calibration-holdout,calibration holdout,0.1,aps,weighted,2000,2000,0.1645,329,0.906,0.0207,0.6088,0.0649,0.9642,0.0134,1.1669,0.0449,0.95027,0.95029,0,0,1000.0,984.4,200
georgia,NSR,ptbxl,away,0.1,aps,weighted,8000,6937,0.82675,6614,0.4326,0.0266,0.3233,0.0301,0.9541,0.0114,1.2379,0.0331,0.94813,0.94815,0,0,1000.0,996.3,200
georgia,NSR,chapman_ningbo,away,0.1,aps,weighted,7983,7983,0.18539,1480,0.8194,0.049,0.3834,0.1641,0.9186,0.0236,1.0695,0.2464,0.89471,0.89355,13,13,1000.0,874.0,200
georgia,NSR,georgia,home,0.1,aps,weighted,4115,4115,0.17375,715,0.907,0.013,0.6314,0.0363,0.9649,0.0086,1.1743,0.0284,0.95177,0.95182,0,0,1000.0,994.9,200
