source,label,corpus,role,correction,subgroup_kind,subgroup,n_positive,n_positive_patients,thin,coverage,sd_over_calibration_draws,bootstrap_lo,bootstrap_hi,bootstrap_width,chow_coverage,conformal_minus_chow
sph,LBBB,sph,home,none,sex,male,10,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,sph,home,none,sex,female,13,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,sph,home,none,age,<50,1,1,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,sph,home,none,age,50-64,7,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,sph,home,none,age,65-74,6,6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,sph,home,none,age,>=75,9,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,sph,home,mondrian,all,all,23,21,True,0.9996,0.0043,0.9986,1.0,0.0014,0.8565,0.143
sph,LBBB,sph,home,mondrian,sex,male,10,9,True,0.999,0.01,0.9967,1.0,0.0033,0.8955,0.1035
sph,LBBB,sph,home,mondrian,sex,female,13,12,True,1.0,0.0,1.0,1.0,0.0,0.8265,0.1735
sph,LBBB,sph,home,mondrian,age,<50,1,1,True,1.0,0.0,1.0,1.0,0.0,0.99,0.01
sph,LBBB,sph,home,mondrian,age,50-64,7,7,True,1.0,0.0,1.0,1.0,0.0,0.8807,0.1193
sph,LBBB,sph,home,mondrian,age,65-74,6,6,True,1.0,0.0,1.0,1.0,0.0,0.9958,0.0042
sph,LBBB,sph,home,mondrian,age,>=75,9,7,True,0.9989,0.0111,0.996,1.0,0.004,0.73,0.2689
sph,LBBB,chapman_ningbo,away,none,all,all,81,81,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,chapman_ningbo,away,none,sex,male,46,46,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,chapman_ningbo,away,none,sex,female,35,35,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,chapman_ningbo,away,none,age,<50,7,7,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,chapman_ningbo,away,none,age,50-64,12,12,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,chapman_ningbo,away,none,age,65-74,18,18,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,chapman_ningbo,away,none,age,>=75,44,44,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,chapman_ningbo,away,mondrian,all,all,81,81,False,0.9905,0.0395,0.9857,0.9946,0.0088,0.7699,0.2206
sph,LBBB,chapman_ningbo,away,mondrian,sex,male,46,46,False,0.9904,0.0397,0.9845,0.9964,0.012,0.751,0.2395
sph,LBBB,chapman_ningbo,away,mondrian,sex,female,35,35,False,0.9906,0.0392,0.9827,0.9969,0.0141,0.7947,0.1959
sph,LBBB,chapman_ningbo,away,mondrian,age,<50,7,7,True,0.9921,0.0327,0.9764,1.0,0.0236,0.7529,0.2393
sph,LBBB,chapman_ningbo,away,mondrian,age,50-64,12,12,True,0.9908,0.0381,0.9771,1.0,0.0229,0.8167,0.1742
sph,LBBB,chapman_ningbo,away,mondrian,age,65-74,18,18,True,0.9939,0.0254,0.9847,1.0,0.0153,0.8492,0.1447
sph,LBBB,chapman_ningbo,away,mondrian,age,>=75,44,44,False,0.9888,0.0467,0.9813,0.995,0.0137,0.7274,0.2614
sph,LBBB,georgia,away,none,all,all,90,90,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,georgia,away,none,sex,male,38,38,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,georgia,away,none,sex,female,52,52,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,georgia,away,none,age,<50,3,3,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,georgia,away,none,age,50-64,31,31,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,georgia,away,none,age,65-74,24,24,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,georgia,away,none,age,>=75,32,32,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,georgia,away,mondrian,all,all,90,90,False,0.9919,0.0344,0.9879,0.9955,0.0076,0.6882,0.3037
sph,LBBB,georgia,away,mondrian,sex,male,38,38,False,0.9891,0.0459,0.9821,0.9951,0.013,0.6275,0.3616
sph,LBBB,georgia,away,mondrian,sex,female,52,52,False,0.9939,0.0261,0.9891,0.998,0.0088,0.7325,0.2614
sph,LBBB,georgia,away,mondrian,age,<50,3,3,True,1.0,0.0,1.0,1.0,0.0,0.9267,0.0733
sph,LBBB,georgia,away,mondrian,age,50-64,31,31,False,0.9887,0.0473,0.9805,0.9958,0.0153,0.6795,0.3092
sph,LBBB,georgia,away,mondrian,age,65-74,24,24,True,0.9919,0.0356,0.9846,0.9979,0.0133,0.6148,0.3771
sph,LBBB,georgia,away,mondrian,age,>=75,32,32,False,0.9942,0.0247,0.9881,0.9994,0.0112,0.7292,0.265
sph,LBBB,cpsc,away,none,all,all,113,113,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,cpsc,away,none,sex,male,61,61,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,cpsc,away,none,sex,female,52,52,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,cpsc,away,none,age,<50,4,4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,cpsc,away,none,age,50-64,19,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,cpsc,away,none,age,65-74,35,35,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,cpsc,away,none,age,>=75,55,55,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,LBBB,cpsc,away,mondrian,all,all,113,113,False,0.9899,0.042,0.9861,0.9936,0.0075,0.6926,0.2973
sph,LBBB,cpsc,away,mondrian,sex,male,61,61,False,0.9872,0.0532,0.9816,0.9928,0.0112,0.6938,0.2934
sph,LBBB,cpsc,away,mondrian,sex,female,52,52,False,0.9931,0.0292,0.988,0.9975,0.0095,0.6912,0.3019
sph,LBBB,cpsc,away,mondrian,age,<50,4,4,True,0.9862,0.0571,0.9587,1.0,0.0413,0.525,0.4612
sph,LBBB,cpsc,away,mondrian,age,50-64,19,19,True,0.9816,0.0771,0.9705,0.9921,0.0216,0.5416,0.44
sph,LBBB,cpsc,away,mondrian,age,65-74,35,35,False,0.9969,0.0131,0.9921,1.0,0.0079,0.872,0.1249
sph,LBBB,cpsc,away,mondrian,age,>=75,55,55,False,0.9886,0.0473,0.9828,0.9941,0.0113,0.6427,0.3459
sph,RBBB,ptbxl,away,none,all,all,208,178,False,0.0151,0.0107,0.0038,0.0307,0.0268,0.0134,0.0017
sph,RBBB,ptbxl,away,none,sex,male,144,127,False,0.0114,0.0087,0.0011,0.0286,0.0275,0.0104,0.001
sph,RBBB,ptbxl,away,none,sex,female,64,51,False,0.0234,0.0167,0.0004,0.0591,0.0587,0.0202,0.0032
sph,RBBB,ptbxl,away,none,age,<50,10,7,True,0.0315,0.0466,0.0,0.1181,0.1181,0.0255,0.006
sph,RBBB,ptbxl,away,none,age,50-64,42,37,False,0.0337,0.0223,0.0023,0.0909,0.0885,0.03,0.0037
sph,RBBB,ptbxl,away,none,age,65-74,67,58,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,RBBB,ptbxl,away,none,age,>=75,89,76,False,0.0159,0.011,0.0003,0.0421,0.0418,0.0143,0.0016
sph,RBBB,ptbxl,away,mondrian,all,all,208,178,False,0.9696,0.0313,0.95,0.9861,0.0361,0.9347,0.0349
sph,RBBB,ptbxl,away,mondrian,sex,male,144,127,False,0.964,0.0328,0.9363,0.9871,0.0508,0.9254,0.0386
sph,RBBB,ptbxl,away,mondrian,sex,female,64,51,False,0.9823,0.0288,0.9604,0.9968,0.0364,0.9557,0.0266
sph,RBBB,ptbxl,away,mondrian,age,<50,10,7,True,0.8595,0.0892,0.6325,1.0,0.3675,0.7755,0.084
sph,RBBB,ptbxl,away,mondrian,age,50-64,42,37,False,0.998,0.0101,0.9952,1.0,0.0048,0.9931,0.0049
sph,RBBB,ptbxl,away,mondrian,age,65-74,67,58,False,0.9587,0.026,0.9083,0.9923,0.084,0.9307,0.028
sph,RBBB,ptbxl,away,mondrian,age,>=75,89,76,False,0.9769,0.0414,0.9588,0.9906,0.0318,0.9281,0.0488
sph,RBBB,sph,home,none,all,all,219,202,False,0.0135,0.005,0.0017,0.0285,0.0268,0.0124,0.0011
sph,RBBB,sph,home,none,sex,male,164,150,False,0.018,0.0067,0.0024,0.039,0.0366,0.0165,0.0015
sph,RBBB,sph,home,none,sex,female,55,52,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,RBBB,sph,home,none,age,<50,39,38,False,0.0574,0.0165,0.0,0.136,0.136,0.0549,0.0026
sph,RBBB,sph,home,none,age,50-64,64,59,False,0.0105,0.0075,0.0,0.0325,0.0325,0.0086,0.002
sph,RBBB,sph,home,none,age,65-74,64,59,False,0.0006,0.0041,0.0,0.0016,0.0016,0.0003,0.0003
sph,RBBB,sph,home,none,age,>=75,52,46,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,RBBB,sph,home,mondrian,all,all,219,202,False,0.9306,0.0414,0.899,0.9592,0.0602,0.8806,0.05
sph,RBBB,sph,home,mondrian,sex,male,164,150,False,0.9261,0.0447,0.8875,0.9578,0.0703,0.8731,0.053
sph,RBBB,sph,home,mondrian,sex,female,55,52,False,0.9439,0.0351,0.8913,0.9864,0.095,0.9029,0.041
sph,RBBB,sph,home,mondrian,age,<50,39,38,False,0.8762,0.0872,0.7919,0.9468,0.1549,0.7833,0.0928
sph,RBBB,sph,home,mondrian,age,50-64,64,59,False,0.9553,0.0356,0.9126,0.988,0.0755,0.9111,0.0442
sph,RBBB,sph,home,mondrian,age,65-74,64,59,False,0.9577,0.0385,0.9167,0.9894,0.0726,0.9105,0.0471
sph,RBBB,sph,home,mondrian,age,>=75,52,46,False,0.9076,0.0272,0.808,0.9816,0.1737,0.879,0.0286
sph,RBBB,chapman_ningbo,away,none,all,all,329,329,False,0.0428,0.0054,0.0225,0.0642,0.0417,0.042,0.0008
sph,RBBB,chapman_ningbo,away,none,sex,male,235,235,False,0.0423,0.006,0.0193,0.0676,0.0483,0.0413,0.001
sph,RBBB,chapman_ningbo,away,none,sex,female,94,94,False,0.0439,0.0051,0.0106,0.0866,0.076,0.0437,0.0003
sph,RBBB,chapman_ningbo,away,none,age,<50,32,32,False,0.125,0.0,0.0312,0.25,0.2188,0.125,0.0
sph,RBBB,chapman_ningbo,away,none,age,50-64,52,52,False,0.1076,0.0106,0.0312,0.1948,0.1636,0.1058,0.0018
sph,RBBB,chapman_ningbo,away,none,age,65-74,87,87,False,0.0245,0.006,0.0004,0.0592,0.0588,0.0237,0.0009
sph,RBBB,chapman_ningbo,away,none,age,>=75,158,158,False,0.0149,0.0068,0.0011,0.0338,0.0327,0.0143,0.0006
sph,RBBB,chapman_ningbo,away,mondrian,all,all,329,329,False,0.8902,0.0529,0.8611,0.9185,0.0574,0.8212,0.069
sph,RBBB,chapman_ningbo,away,mondrian,sex,male,235,235,False,0.8756,0.0604,0.8391,0.9105,0.0714,0.7979,0.0777
sph,RBBB,chapman_ningbo,away,mondrian,sex,female,94,94,False,0.9267,0.0347,0.8774,0.9675,0.0901,0.8795,0.0472
sph,RBBB,chapman_ningbo,away,mondrian,age,<50,32,32,False,0.907,0.0422,0.8025,0.9812,0.1787,0.8563,0.0508
sph,RBBB,chapman_ningbo,away,mondrian,age,50-64,52,52,False,0.9167,0.0394,0.8444,0.9742,0.1298,0.8668,0.0499
sph,RBBB,chapman_ningbo,away,mondrian,age,65-74,87,87,False,0.8911,0.0624,0.8345,0.9415,0.107,0.8077,0.0834
sph,RBBB,chapman_ningbo,away,mondrian,age,>=75,158,158,False,0.8776,0.0563,0.8318,0.9193,0.0875,0.8065,0.0711
sph,RBBB,georgia,away,none,all,all,214,214,False,0.0231,0.0022,0.005,0.0456,0.0406,0.0229,0.0003
sph,RBBB,georgia,away,none,sex,male,141,141,False,0.0211,0.001,0.0,0.0492,0.0492,0.021,0.0001
sph,RBBB,georgia,away,none,sex,female,73,73,False,0.027,0.0056,0.0,0.0667,0.0667,0.0264,0.0006
sph,RBBB,georgia,away,none,age,<50,37,37,False,0.0535,0.0038,0.0,0.1346,0.1346,0.0532,0.0003
sph,RBBB,georgia,away,none,age,50-64,53,53,False,0.0377,0.0,0.0,0.0943,0.0943,0.0376,0.0001
sph,RBBB,georgia,away,none,age,65-74,57,57,False,0.0158,0.0053,0.0,0.0474,0.0474,0.0154,0.0004
sph,RBBB,georgia,away,none,age,>=75,63,63,False,0.0011,0.0041,0.0,0.0033,0.0033,0.0008,0.0003
sph,RBBB,georgia,away,mondrian,all,all,214,214,False,0.8782,0.0572,0.8391,0.9139,0.0748,0.8046,0.0736
sph,RBBB,georgia,away,mondrian,sex,male,141,141,False,0.8599,0.0665,0.8104,0.9069,0.0965,0.7774,0.0825
sph,RBBB,georgia,away,mondrian,sex,female,73,73,False,0.9135,0.0404,0.8525,0.963,0.1105,0.8571,0.0564
sph,RBBB,georgia,away,mondrian,age,<50,37,37,False,0.7695,0.0833,0.645,0.8758,0.2308,0.6616,0.1078
sph,RBBB,georgia,away,mondrian,age,50-64,53,53,False,0.8277,0.0719,0.7363,0.9103,0.174,0.7373,0.0905
sph,RBBB,georgia,away,mondrian,age,65-74,57,57,False,0.8946,0.0652,0.8217,0.9543,0.1326,0.815,0.0796
sph,RBBB,georgia,away,mondrian,age,>=75,63,63,False,0.9619,0.029,0.9194,0.9925,0.073,0.9234,0.0385
sph,RBBB,cpsc,away,none,all,all,774,774,False,0.0361,0.008,0.0246,0.0493,0.0247,0.0344,0.0017
sph,RBBB,cpsc,away,none,sex,male,503,503,False,0.0398,0.0075,0.0242,0.0573,0.0331,0.0383,0.0015
sph,RBBB,cpsc,away,none,sex,female,271,271,False,0.0292,0.0094,0.0124,0.049,0.0366,0.0272,0.002
sph,RBBB,cpsc,away,none,age,<50,153,153,False,0.0703,0.0108,0.0326,0.1104,0.0778,0.0683,0.002
sph,RBBB,cpsc,away,none,age,50-64,192,192,False,0.0181,0.0096,0.005,0.0352,0.0302,0.0164,0.0017
sph,RBBB,cpsc,away,none,age,65-74,200,200,False,0.0383,0.0103,0.0156,0.0627,0.0471,0.0359,0.0024
sph,RBBB,cpsc,away,none,age,>=75,228,228,False,0.0266,0.0053,0.0092,0.0482,0.039,0.0258,0.0008
sph,RBBB,cpsc,away,mondrian,all,all,774,774,False,0.7631,0.0773,0.7368,0.7898,0.053,0.67,0.0931
sph,RBBB,cpsc,away,mondrian,sex,male,503,503,False,0.7438,0.0794,0.7107,0.7765,0.0658,0.6484,0.0954
sph,RBBB,cpsc,away,mondrian,sex,female,271,271,False,0.7988,0.0737,0.7567,0.8394,0.0827,0.7102,0.0886
sph,RBBB,cpsc,away,mondrian,age,<50,153,153,False,0.5871,0.1114,0.5182,0.6534,0.1351,0.4588,0.1283
sph,RBBB,cpsc,away,mondrian,age,50-64,192,192,False,0.7131,0.0788,0.6513,0.769,0.1177,0.6233,0.0898
sph,RBBB,cpsc,away,mondrian,age,65-74,200,200,False,0.8101,0.0781,0.7635,0.8534,0.0899,0.717,0.0931
sph,RBBB,cpsc,away,mondrian,age,>=75,228,228,False,0.8811,0.0571,0.8443,0.9172,0.0728,0.8086,0.0725
sph,IAVB,ptbxl,away,none,all,all,385,340,False,0.002,0.0013,0.0,0.006,0.006,0.0019,0.0001
sph,IAVB,ptbxl,away,none,sex,male,213,189,False,0.0037,0.0024,0.0,0.011,0.011,0.0034,0.0002
sph,IAVB,ptbxl,away,none,sex,female,172,151,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,ptbxl,away,none,age,<50,26,25,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,ptbxl,away,none,age,50-64,70,60,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,ptbxl,away,none,age,65-74,109,98,False,0.0072,0.0046,0.0,0.0207,0.0207,0.0067,0.0005
sph,IAVB,ptbxl,away,none,age,>=75,180,158,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,ptbxl,away,mondrian,all,all,385,340,False,0.9842,0.0302,0.9773,0.9901,0.0128,0.8906,0.0936
sph,IAVB,ptbxl,away,mondrian,sex,male,213,189,False,0.9862,0.0268,0.9778,0.9931,0.0153,0.9006,0.0856
sph,IAVB,ptbxl,away,mondrian,sex,female,172,151,False,0.9817,0.0346,0.9707,0.9917,0.0209,0.8782,0.1035
sph,IAVB,ptbxl,away,mondrian,age,<50,26,25,False,0.9388,0.1115,0.8943,0.9768,0.0825,0.6708,0.2681
sph,IAVB,ptbxl,away,mondrian,age,50-64,70,60,False,0.9854,0.0311,0.9678,0.9977,0.0299,0.8849,0.1006
sph,IAVB,ptbxl,away,mondrian,age,65-74,109,98,False,0.9845,0.0291,0.9714,0.9946,0.0232,0.8966,0.0879
sph,IAVB,ptbxl,away,mondrian,age,>=75,180,158,False,0.9901,0.0194,0.983,0.9958,0.0128,0.9209,0.0691
sph,IAVB,sph,home,none,all,all,67,67,False,0.0127,0.0053,0.0,0.0381,0.0381,0.012,0.0007
sph,IAVB,sph,home,none,sex,male,49,49,False,0.0173,0.0073,0.0,0.052,0.052,0.0164,0.0009
sph,IAVB,sph,home,none,sex,female,18,18,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,sph,home,none,age,<50,10,10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,sph,home,none,age,50-64,13,13,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,sph,home,none,age,65-74,19,19,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,sph,home,none,age,>=75,25,25,False,0.034,0.0143,0.0,0.102,0.102,0.0322,0.0018
sph,IAVB,sph,home,mondrian,all,all,67,67,False,0.9969,0.0138,0.9939,0.9993,0.0054,0.9293,0.0675
sph,IAVB,sph,home,mondrian,sex,male,49,49,False,0.9967,0.0144,0.9933,0.9998,0.0065,0.9242,0.0726
sph,IAVB,sph,home,mondrian,sex,female,18,18,True,0.9972,0.0121,0.9917,1.0,0.0083,0.9433,0.0539
sph,IAVB,sph,home,mondrian,age,<50,10,10,True,0.999,0.01,0.997,1.0,0.003,0.9085,0.0905
sph,IAVB,sph,home,mondrian,age,50-64,13,13,True,1.0,0.0,1.0,1.0,0.0,0.9496,0.0504
sph,IAVB,sph,home,mondrian,age,65-74,19,19,True,0.9974,0.0115,0.9921,1.0,0.0079,0.9471,0.0503
sph,IAVB,sph,home,mondrian,age,>=75,25,25,False,0.994,0.0262,0.986,1.0,0.014,0.9136,0.0804
sph,IAVB,chapman_ningbo,away,none,all,all,229,229,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,chapman_ningbo,away,none,sex,male,174,174,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,chapman_ningbo,away,none,sex,female,55,55,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,chapman_ningbo,away,none,age,<50,17,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,chapman_ningbo,away,none,age,50-64,54,54,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,chapman_ningbo,away,none,age,65-74,59,59,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,chapman_ningbo,away,none,age,>=75,99,99,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,chapman_ningbo,away,mondrian,all,all,229,229,False,0.962,0.0685,0.9508,0.9722,0.0214,0.8022,0.1598
sph,IAVB,chapman_ningbo,away,mondrian,sex,male,174,174,False,0.9715,0.0517,0.9599,0.9828,0.0229,0.8415,0.13
sph,IAVB,chapman_ningbo,away,mondrian,sex,female,55,55,False,0.9318,0.1221,0.9031,0.958,0.0549,0.6778,0.254
sph,IAVB,chapman_ningbo,away,mondrian,age,<50,17,17,True,0.9012,0.1763,0.8447,0.9576,0.1129,0.5847,0.3165
sph,IAVB,chapman_ningbo,away,mondrian,age,50-64,54,54,False,0.9883,0.0236,0.975,0.9981,0.0231,0.9031,0.0853
sph,IAVB,chapman_ningbo,away,mondrian,age,65-74,59,59,False,0.9739,0.0471,0.9536,0.9902,0.0366,0.8596,0.1143
sph,IAVB,chapman_ningbo,away,mondrian,age,>=75,99,99,False,0.9509,0.0884,0.932,0.9688,0.0368,0.7503,0.2007
sph,IAVB,georgia,away,none,all,all,314,314,False,0.0019,0.0016,0.0,0.0057,0.0057,0.0017,0.0002
sph,IAVB,georgia,away,none,sex,male,211,211,False,0.0028,0.0023,0.0,0.0085,0.0085,0.0025,0.0003
sph,IAVB,georgia,away,none,sex,female,103,103,False,0.0,0.0007,0.0,0.0001,0.0001,0.0,-0.0
sph,IAVB,georgia,away,none,age,<50,26,26,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,georgia,away,none,age,50-64,85,85,False,0.007,0.0058,0.0,0.021,0.021,0.0062,0.0008
sph,IAVB,georgia,away,none,age,65-74,88,88,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,georgia,away,none,age,>=75,114,114,False,0.0,0.0006,0.0,0.0001,0.0001,0.0,-0.0
sph,IAVB,georgia,away,mondrian,all,all,314,314,False,0.9902,0.0212,0.9854,0.9944,0.009,0.9179,0.0723
sph,IAVB,georgia,away,mondrian,sex,male,211,211,False,0.9911,0.0203,0.9857,0.9958,0.0101,0.9217,0.0695
sph,IAVB,georgia,away,mondrian,sex,female,103,103,False,0.9882,0.0234,0.978,0.9962,0.0183,0.9101,0.0781
sph,IAVB,georgia,away,mondrian,age,<50,26,26,False,0.9865,0.0296,0.9654,0.9996,0.0342,0.8921,0.0944
sph,IAVB,georgia,away,mondrian,age,50-64,85,85,False,0.9912,0.0203,0.9821,0.9979,0.0158,0.9103,0.0809
sph,IAVB,georgia,away,mondrian,age,65-74,88,88,False,0.9874,0.0235,0.9765,0.9961,0.0197,0.9236,0.0638
sph,IAVB,georgia,away,mondrian,age,>=75,114,114,False,0.9927,0.0179,0.9864,0.9978,0.0114,0.9289,0.0639
sph,IAVB,cpsc,away,none,all,all,334,334,False,0.0004,0.001,0.0,0.0012,0.0012,0.0003,0.0001
sph,IAVB,cpsc,away,none,sex,male,225,225,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,cpsc,away,none,sex,female,109,109,False,0.0012,0.0031,0.0,0.0037,0.0037,0.0009,0.0003
sph,IAVB,cpsc,away,none,age,<50,36,36,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,cpsc,away,none,age,50-64,81,81,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,cpsc,away,none,age,65-74,96,96,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sph,IAVB,cpsc,away,none,age,>=75,121,121,False,0.0011,0.0028,0.0,0.0033,0.0033,0.0008,0.0003
sph,IAVB,cpsc,away,mondrian,all,all,334,334,False,0.981,0.0402,0.9749,0.9866,0.0117,0.8447,0.1362
sph,IAVB,cpsc,away,mondrian,sex,male,225,225,False,0.9813,0.0384,0.9734,0.9884,0.015,0.8543,0.127
sph,IAVB,cpsc,away,mondrian,sex,female,109,109,False,0.9802,0.0441,0.9697,0.9896,0.0199,0.825,0.1552
sph,IAVB,cpsc,away,mondrian,age,<50,36,36,False,0.9544,0.0842,0.9239,0.9811,0.0572,0.7322,0.2222
sph,IAVB,cpsc,away,mondrian,age,50-64,81,81,False,0.9825,0.0386,0.9699,0.9931,0.0232,0.8364,0.146
sph,IAVB,cpsc,away,mondrian,age,65-74,96,96,False,0.9855,0.0315,0.9748,0.9942,0.0194,0.8545,0.131
sph,IAVB,cpsc,away,mondrian,age,>=75,121,121,False,0.9842,0.0366,0.9748,0.9922,0.0174,0.876,0.1082
chapman_ningbo,NSR,ptbxl,away,none,all,all,6614,5923,False,0.5189,0.0152,0.5065,0.5316,0.025,0.5153,0.0037
chapman_ningbo,NSR,ptbxl,away,none,sex,male,3434,3011,False,0.4692,0.0141,0.4522,0.4871,0.035,0.4659,0.0033
chapman_ningbo,NSR,ptbxl,away,none,sex,female,3180,2912,False,0.5726,0.0165,0.555,0.5894,0.0343,0.5686,0.0041
chapman_ningbo,NSR,ptbxl,away,none,age,<50,1843,1695,False,0.5545,0.0146,0.5314,0.5788,0.0474,0.551,0.0035
chapman_ningbo,NSR,ptbxl,away,none,age,50-64,2100,1860,False,0.5461,0.0134,0.5237,0.5682,0.0445,0.5428,0.0033
chapman_ningbo,NSR,ptbxl,away,none,age,65-74,1450,1296,False,0.5052,0.0173,0.4783,0.5311,0.0528,0.501,0.0042
chapman_ningbo,NSR,ptbxl,away,none,age,>=75,1221,1087,False,0.4348,0.0171,0.4051,0.4639,0.0588,0.4308,0.004
chapman_ningbo,NSR,ptbxl,away,mondrian,all,all,6614,5923,False,0.6337,0.0346,0.6215,0.6449,0.0234,0.6186,0.0151
chapman_ningbo,NSR,ptbxl,away,mondrian,sex,male,3434,3011,False,0.5814,0.0344,0.565,0.5995,0.0345,0.5666,0.0149
chapman_ningbo,NSR,ptbxl,away,mondrian,sex,female,3180,2912,False,0.6901,0.0349,0.6741,0.7054,0.0313,0.6748,0.0153
chapman_ningbo,NSR,ptbxl,away,mondrian,age,<50,1843,1695,False,0.66,0.0315,0.6379,0.6818,0.0439,0.6463,0.0137
chapman_ningbo,NSR,ptbxl,away,mondrian,age,50-64,2100,1860,False,0.6572,0.0341,0.6368,0.6782,0.0414,0.6425,0.0147
chapman_ningbo,NSR,ptbxl,away,mondrian,age,65-74,1450,1296,False,0.6269,0.0339,0.602,0.6519,0.0498,0.6117,0.0152
chapman_ningbo,NSR,ptbxl,away,mondrian,age,>=75,1221,1087,False,0.5615,0.0414,0.5323,0.5907,0.0584,0.5437,0.0178
chapman_ningbo,NSR,chapman_ningbo,home,none,all,all,1480,1480,False,0.7954,0.0124,0.7752,0.8154,0.0403,0.7925,0.0029
chapman_ningbo,NSR,chapman_ningbo,home,none,sex,male,673,673,False,0.7558,0.0158,0.7245,0.787,0.0625,0.7523,0.0035
chapman_ningbo,NSR,chapman_ningbo,home,none,sex,female,807,807,False,0.8284,0.0097,0.8032,0.8525,0.0493,0.8261,0.0024
chapman_ningbo,NSR,chapman_ningbo,home,none,age,<50,574,574,False,0.7885,0.0132,0.7569,0.8208,0.0638,0.7853,0.0033
chapman_ningbo,NSR,chapman_ningbo,home,none,age,50-64,493,493,False,0.8299,0.0109,0.7955,0.8616,0.066,0.8276,0.0023
chapman_ningbo,NSR,chapman_ningbo,home,none,age,65-74,260,260,False,0.8212,0.0096,0.7741,0.8648,0.0907,0.8192,0.002
chapman_ningbo,NSR,chapman_ningbo,home,none,age,>=75,153,153,False,0.6664,0.0215,0.5938,0.742,0.1482,0.6616,0.0048
chapman_ningbo,NSR,chapman_ningbo,home,mondrian,all,all,1480,1480,False,0.8791,0.0269,0.8632,0.8932,0.03,0.8677,0.0114
chapman_ningbo,NSR,chapman_ningbo,home,mondrian,sex,male,673,673,False,0.8498,0.0289,0.8239,0.8741,0.0501,0.8379,0.012
